department;position;first_name;last_name;display_name;sex;birthdate;id_card;personal_email;personal_phone;iban;home_street;home_city;home_postal_code;home_country;work_street;work_city;work_postal_code;work_country;language;nationality;employment_type;division;picture
Engineering SD;Project Manager;Marek;Tóth;Marek Tóth;Male;November 6, 1985;IJ456791;Marek.Tóth@inalogy.net; +421 901 234 567;ZZ12 ABCD 3456 7890 1234 5682; Mierové námestie 11; Banská Štiavnica;96901;Slovakia;Hodžovo námestie 2979/1;Bratislava;891 01;Slovakia;Slovakia;Slovakia;Part-time;;
Engineering SD;Java Software Engineer;Lucia;Vargova;Lucia Vargova;Female;April 23, 1996;KL012347;Lucia.Vargova@inalogy.net; +421 902 345 678;ZZ34 EFGH 5678 9012 3456 7894; Hlavná ulica 1; Bratislava;81101;Slovakia;Hodžovo námestie 2979/1;Bratislava;892 01;Slovakia;Slovakia;Slovakia;Employee;;
Engineering SD;Java Software Engineer;Karolina;Szewczyk;Karolina Szewczyk;Female;August 12, 1980;MN678903;Karolina.Szewczyk@inalogy.net; +421 903 456 789;ZZ56 IJKL 7890 1234 5678 9016; Mlynská ulica 2; Košice;4001;Slovakia;Hodžovo námestie 2979/1;Bratislava;893 01;Slovakia;Slovakia;Slovakia;Part-time;;
Engineering SD;C Software Engineer;Jana;Kovaříková;Jana Kovaříková;Female;February 3, 1992;OP234569;Jana.Kovaříková@inalogy.net; +421 904 567 890;ZZ78 MNOP 9012 3456 7890 1238; Námestie SNP 3; Banská Bystrica;97401;Slovakia;Hodžovo námestie 2979/1;Bratislava;894 01;Slovakia;Slovakia;Slovakia;Contractor;;
Engineering SD;C Software Engineer;Bartosz;Nowicki;Bartosz Nowicki;Male;June 27, 1977;QR890125;Bartosz.Nowicki@inalogy.net; +421 905 678 901;ZZ90 QRST 1234 5678 9012 3460; Štefánikova ulica 4; Žilina;1001;Slovakia;Hodžovo námestie 2979/1;Bratislava;895 01;Slovakia;Slovakia;Slovakia;Intern;;
Engineering SD;GO Software Engineer;Dominik;Novotný;Dominik Novotný;Male;September 15, 1983;ST345680;Dominik.Novotný@inalogy.net; +34 678 901 234;ZZ23 UVWX 3456 7890 1234 5682; Calle de la Rosa 10; Madrid;28001;Spain;Hodžovo námestie 2979/1;Bratislava;896 01;Slovakia;Spain;Spain;Intern;;
Engineering SD;GO Software Engineer;Monika;Adamczyk;Monika Adamczyk;Male;December 9, 1990;UV901236;Monika.Adamczyk@inalogy.net; +33 674 567 890;ZZ45 YZAB 5678 9012 3456 7894; 25 Rue de la Liberté; Paris;75001;France;Hodžovo námestie 2979/1;Bratislava;897 01;Slovakia;France;France;Contractor;;
Engineering SD;PYTHON Software Engineer ;Michal;Kovařík;Michal Kovařík;Male;March 18, 1976;WX456791;Michal.Kovařík@inalogy.net; +49 151 234 567 8;ZZ67 CDEF 7890 1234 5678 9016; Hauptstraße 1; Berlin;10115;Germany;Hodžovo námestie 2979/1;Bratislava;898 01;Slovakia;Germany;Germany;Employee;;
Engineering SD;PYTHON Software Engineer ;Agata;Lewandowska;Agata Lewandowska;Female;July 7, 1989;YZ012347;Agata.Lewandowska@inalogy.net; +44 741 234 5678;ZZ89 GHIJ 9012 3456 7890 1238; 10 Downing Street; London;EC1A;United Kingdom;Hodžovo námestie 2979/1;Bratislava;899 01;Slovakia;United Kingdom;United Kingdom;Employee;;
Engineering SD;Front-end Developer;Dominika;Kowalczyk;Dominika Kowalczyk;Female;October 31, 2001;AB678903;Dominika.Kowalczyk@inalogy.net; +39 320 456 7890;ZZ01 KLMN 1234 5678 9012 3460; Via Roma 123; Rome;100;Italy;Hodžovo námestie 2979/1;Bratislava;900 01;Slovakia;Italy;Italy;Intern;;
Engineering SD;Front-end Developer;Marta;Szymańska;Marta Szymańska;Female;May 2, 1981;CD234569;Marta.Szymańska@inalogy.net; +31 6 7890 1234;ZZ23 OPQR 3456 7890 1234 5682; Herengracht 123; Amsterdam;1011;Netherlands;Hodžovo námestie 2979/1;Bratislava;901 01;Slovakia;Netherlands;Netherlands;Part-time;;
Engineering SD;Front-end Developer;Michał;Kowalski,;Michał Kowalski,;Male;January 11, 1998;EF890125;Michał.Kowalski,@inalogy.net; +46 70 1234 5678;ZZ45 STUV 5678 9012 3456 7894; Drottninggatan 1; Stockholm;11120;Sweden;Hodžovo námestie 2979/1;Bratislava;902 01;Slovakia;Sweden;Sweden;Contractor;;
Engineering SD;Back-end Developer;Alexandra;Szymańckie;Alexandra Szymańckie;Female;August 22, 1978;GH456791;Alexandra.Szymańckie@inalogy.net; +351 91 2345 678;ZZ67 WXYZ 7890 1234 5678 9016; Rua da Liberdade 100; Lisbon;1000;Portugal;Hodžovo námestie 2979/1;Bratislava;903 01;Slovakia;Portugal;Portugal;Employee;;
Engineering SD;Back-end Developer;Lukáš;Novák;Lukáš Novák;Male;April 10, 1987;AB567893;Lukáš.Novák@inalogy.net; +41 76 890 1234;ZZ89 ABCD 9012 3456 7890 1238; Bahnhofstrasse 1; Zurich;8000;Switzerland;Hodžovo námestie 2979/1;Bratislava;904 01;Slovakia;Switzerland;Switzerland;Part-time;;
Engineering SD;Back-end Developer;Veronika;Kowalczyková;Veronika Kowalczyková;Female;November 28, 1993;CD123459;Veronika.Kowalczyková@inalogy.net; +32 478 901 234;ZZ01 EFGH 1234 5678 9012 3460; Rue de la Loi 10; Brussels;1000;Belgium;Hodžovo námestie 2979/1;Bratislava;905 01;Slovakia;Belgium;Belgium;Employee;;
Engineering;Data Engineer;Aleksandra;Nowak;Aleksandra Nowak;Female;July 17, 1982;EF789015;Aleksandra.Nowak@inalogy.net; +43 66 1234 567;ZZ23 IJKL 3456 7890 1234 5682; Stephansplatz 1; Vienna;1010;Austria;Hodžovo námestie 2979/1;Bratislava;906 01;Slovakia;Austria;Austria;Employee;;
Engineering;Data Engineer;Pavel;Kovač;Pavel Kovač;Male;December 24, 1999;GH234570;Pavel.Kovač@inalogy.net; +47 40 1234 567;ZZ45 MNOP 5678 9012 3456 7894; Karl Johans gate 1; Oslo;10;Norway;Hodžovo námestie 2979/1;Bratislava;907 01;Slovakia;Norway;Norway;Intern;;
Engineering;DevOps Engineer;Matej;Kováčik;Matej Kováčik;Male;February 19, 1979;IJ890126;Matej.Kováčik@inalogy.net; +45 28 1234 567;ZZ67 QRST 7890 1234 5678 9016; Strøget 1; Copenhagen;1000;Denmark;Hodžovo námestie 2979/1;Bratislava;908 01;Slovakia;Denmark;Denmark;Employee;;
Engineering;Site Reliability Engineer;Katarzyna;Wojcik;Katarzyna Wojcik;Female;September 8, 1986;KL345681;Katarzyna.Wojcik@inalogy.net; +358 45 678 9012;ZZ89 UVWX 9012 3456 7890 1238; Esplanadi 1; Helsinki;100;Finland;Hodžovo námestie 2979/1;Bratislava;909 01;Slovakia;Finland;Finland;Employee;;
Engineering;Security Engineer;Ivana;Filex;Ivana Filex;Female;May 15, 1975;MN901237;Ivana.Filex@inalogy.net; +353 87 654 3210;ZZ01 YZAB 1234 5678 9012 3460; O'Connell Street 1; Dublin;D01;Ireland;Hodžovo námestie 2979/1;Bratislava;910 01;Slovakia;Ireland;Ireland;Contractor;;
Engineering;Product Manager ;Peter;Jahoda;Peter Jahoda;Male;January 6, 1984;OP456792;Peter.Jahoda@inalogy.net; +421 906 789 012;ZZ12 ABCD 3456 7890 1234 5683; Hlavná ulica 5; Nitra;94901;Slovakia;Hodžovo námestie 2979/1;Bratislava;911 01;Slovakia;Slovakia;Slovakia;Contractor;;
Engineering;UX Designers ;Veronika;Loparik;Veronika Loparik;Female;June 3, 1997;QR012348;Veronika.Loparik@inalogy.net; +421 907 890 123;ZZ34 EFGH 5678 9012 3456 7895; SNP námestie 6; Prešov;8001;Slovakia;Hodžovo námestie 2979/1;Bratislava;912 01;Slovakia;Slovakia;Slovakia;Contractor;;
Engineering;UX Designers ;Krzysztof;Wójcikovie;Krzysztof Wójcikovie;Male;September 28, 1989;ST678904;Krzysztof.Wójcikovie@inalogy.net; +421 908 901 234;ZZ56 IJKL 7890 1234 5678 9017; Hviezdoslavovo námestie 7; Trenčín;91101;Slovakia;Hodžovo námestie 2979/1;Bratislava;913 01;Slovakia;Slovakia;Slovakia;Part-time;;
Engineering;Technical Architect;Marcel;Tóth;Marcel Tóth;Male;March 14, 1978;AB567894;Marcel.Tóth@inalogy.net; +421 910 123 456;ZZ78 MNOP 9012 3456 7890 1239; Námestie Ludovíta Štúra 8; Trnava;91701;Slovakia;Hodžovo námestie 2979/1;Bratislava;914 01;Slovakia;Slovakia;Slovakia;Employee;;
Engineering;Scrum Master ;Karel;Zając;Karel Zając;Male;November 19, 1994;UV567893;Karel.Zając@inalogy.net; +421 911 234 567;ZZ90 QRST 1234 5678 9012 3461; Námestie slobody 9; Žiar nad Hronom;96501;Slovakia;Hodžovo námestie 2979/1;Bratislava;915 01;Slovakia;Slovakia;Slovakia;Contractor;;
Engineering;Release Manager;Ewa;Wiśniewska;Ewa Wiśniewska;Female;July 9, 1982;WX123459;Ewa.Wiśniewska@inalogy.net; +421 912 345 678;ZZ23 UVWX 3456 7890 1234 5683; Hurbanovo námestie 10; Žarnovica;96601;Slovakia;Hodžovo námestie 2979/1;Bratislava;916 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;Chief Information Officer (CIO);Nikos;Papadopoulos;Nikos Papadopoulos;Male;April 20, 1991;YZ789015;Nikos.Papadopoulos@inalogy.net; +421 914 567 890;ZZ45 YZAB 5678 9012 3456 7895; Námestie SNP 1; Bratislava;81101;Slovakia;Hodžovo námestie 2979/1;Bratislava;917 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;IT Director;Dimitris;Georgiou;Dimitris Georgiou;Male;October 12, 1976;AB234570;Dimitris.Georgiou@inalogy.net; +421 915 678 901;ZZ67 CDEF 7890 1234 5678 9017; Mierové námestie 2; Košice;4001;Slovakia;Hodžovo námestie 2979/1;Bratislava;918 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;Infrastructure Manager;Giorgos;Katsaros;Giorgos Katsaros;Male;February 25, 1987;CD890126;Giorgos.Katsaros@inalogy.net; +421 916 789 012;ZZ89 GHIJ 9012 3456 7890 1239; Hlavná ulica 3; Banská Bystrica;97401;Slovakia;Hodžovo námestie 2979/1;Bratislava;919 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;Network Administrator;Andreas;Papadakis;Andreas Papadakis;Female;August 8, 2000;EF345681;Andreas.Papadakis@inalogy.net;421 917 890 193;ZZ01 KLMN 1234 5678 9012 3461; Štefánikova ulica 4; Žilina;1001;Slovakia;Hodžovo námestie 2979/1;Bratislava;920 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;Network Administrator;Despina;Georgiou;Despina Georgiou;Male;May 1, 1980;GH901237;Despina.Georgiou@inalogy.net; +421 918 901 234;ZZ23 OPQR 3456 7890 1234 5683; Hurbanovo námestie 5; Nitra;94901;Slovakia;Hodžovo námestie 2979/1;Bratislava;921 01;Slovakia;Slovakia;Slovakia;Part-time;;
IT;Systems Administrator;Thanasis;Papadopoulos;Thanasis Papadopoulos;Male;December 11, 1995;IJ456792;Thanasis.Papadopoulos@inalogy.net; +421 919 012 345;ZZ45 STUV 5678 9012 3456 7895; SNP námestie 6; Prešov;8001;Slovakia;Hodžovo námestie 2979/1;Bratislava;922 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;Systems Administrator;Yiannis;Kostopoulos;Yiannis Kostopoulos;Female;August 31, 1983;KL012348;Yiannis.Kostopoulos@inalogy.net; +421 940 123 456;ZZ67 WXYZ 7890 1234 5678 9017; Hviezdoslavovo námestie 7; Trenčín;91101;Slovakia;Hodžovo námestie 2979/1;Bratislava;923 01;Slovakia;Slovakia;Slovakia;Part-time;;
IT;Database Administrator;Spyros;Antoniou;Spyros Antoniou;Male;February 16, 1990;MN678904;Spyros.Antoniou@inalogy.net; +421 941 234 567;ZZ89 ABCD 9012 3456 7890 1239; Námestie Ludovíta Štúra 8; Trnava;91701;Slovakia;Hodžovo námestie 2979/1;Bratislava;924 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;Database Administrator;Ioanna;Vlachou;Ioanna Vlachou;Female;June 24, 1979;OP234570;Ioanna.Vlachou@inalogy.net; +421 942 345 678;ZZ01 EFGH 1234 5678 9012 3461; Námestie slobody 9; Žiar nad Hronom;96501;Slovakia;Hodžovo námestie 2979/1;Bratislava;925 01;Slovakia;Slovakia;Slovakia;Contractor;;
IT;IT Security Manager;Panos;Papadopoulos;Panos Papadopoulos;Male;November 7, 1986;QR890126;Panos.Papadopoulos@inalogy.net; +421 943 456 789;ZZ23 IJKL 3456 7890 1234 5683; Námestie Martina Rázusa 10; Michalovce;7101;Slovakia;Hodžovo námestie 2979/1;Bratislava;926 01;Slovakia;Slovakia;Slovakia;Intern;;
IT;IT Support Manager;Stavros;Georgiou;Stavros Georgiou;Male;March 22, 2002;ST345681;Stavros.Georgiou@inalogy.net; +421 944 567 890;ZZ45 MNOP 5678 9012 3456 7895; Bernolákova ulica 11; Nitra;94905;Slovakia;Hodžovo námestie 2979/1;Bratislava;927 01;Slovakia;Slovakia;Slovakia;Employee;;
IT;Business Intelligence (BI) Manager;Maria;Papadopoulou;Maria Papadopoulou;Female;September 15, 1977;UV901237;Maria.Papadopoulou@inalogy.net; +421 945 678 901;ZZ67 QRST 7890 1234 5678 9017; Legionárska ulica 12; Ružomberok;3401;Slovakia;Hodžovo námestie 2979/1;Bratislava;928 01;Slovakia;Slovakia;Slovakia;Contractor;;
Finance;Chief Financial Officer (CFO);David;Cohen;David Cohen;Male;April 3, 1985;WX456792;David.Cohen@inalogy.net; +421 946 789 012;ZZ89 UVWX 9012 3456 7890 1239; SNP 13; Prievidza;97101;Slovakia;Hodžovo námestie 2979/1;Bratislava;929 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Finance Director;Rachel;Cohen;Rachel Cohen;Female;January 18, 1992;YZ012348;Rachel.Cohen@inalogy.net; +421 947 890 123;ZZ01 YZAB 1234 5678 9012 3461; Továrenská ulica 14; Zvolen;96001;Slovakia;Hodžovo námestie 2979/1;Bratislava;930 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Financial Controller;Yossi;Levy;Yossi Levy;Male;July 12, 1981;AB678904;Yossi.Levy@inalogy.net; +421 948 901 234;ZZ12 ABCD 3456 7890 1234 5684; Mierová ulica 15; Poprad;5801;Slovakia;Hodžovo námestie 2979/1;Bratislava;931 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Financial Controller;Maya;Avraham;Maya Avraham;Female;October 29, 1990;CD234570;Maya.Avraham@inalogy.net; +421 949 012 345;ZZ34 EFGH 5678 9012 3456 7896; Hlavné námestie 16; Martin;3601;Slovakia;Hodžovo námestie 2979/1;Bratislava;932 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Financial Planning and Analysis Manager;Daniel;Cohen;Daniel Cohen;Male;April 16, 1977;EF890126;Daniel.Cohen@inalogy.net; +421 950 123 456;ZZ56 IJKL 7890 1234 5678 9018; Andreja Hlinku 17; Zvolen;96052;Slovakia;Hodžovo námestie 2979/1;Bratislava;933 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Financial Planning and Analysis Manager;Talia;Abramov;Talia Abramov;Female;December 3, 1985;GH456792;Talia.Abramov@inalogy.net; +421 951 234 567;ZZ78 MNOP 9012 3456 7890 1240; Mierová 18; Trenčianske Teplice;91451;Slovakia;Hodžovo námestie 2979/1;Bratislava;934 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Financial Planning and Analysis Manager;Eli;Cohen;Eli Cohen;Male;August 22, 1996;WX012345;Eli.Cohen@inalogy.net; +421 952 345 678;ZZ90 QRST 1234 5678 9012 3462; Kúpeľná ulica 19; Piešťany;92101;Slovakia;Hodžovo námestie 2979/1;Bratislava;935 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Treasury Manager;Shir;Cohen;Shir Cohen;Male;February 9, 1979;CD123460;Shir.Cohen@inalogy.net; +421 953 456 789;ZZ23 UVWX 3456 7890 1234 5684; Rázusova ulica 20; Levice;93401;Slovakia;Hodžovo námestie 2979/1;Bratislava;936 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Tax Manager;Itay;Cohen;Itay Cohen;Female;May 25, 1988;EF789016;Itay.Cohen@inalogy.net; +421 954 567 890;ZZ45 YZAB 5678 9012 3456 7896; Námestie Osloboditeľov 22; Košice;4001;Slovakia;Hodžovo námestie 2979/1;Bratislava;937 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Internal Auditor;Amit;Cohen;Amit Cohen;Male;November 1, 1993;GH234571;Amit.Cohen@inalogy.net; +421 955 678 901;ZZ67 CDEF 7890 1234 5678 9018; Továrenská ulica 23; Banská Bystrica;97401;Slovakia;Hodžovo námestie 2979/1;Bratislava;938 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Financial Accountant;Neta;Levi;Neta Levi;Male;March 30, 1984;IJ890127;Neta.Levi@inalogy.net; +421 956 789 012;ZZ89 GHIJ 9012 3456 7890 1240; Mlynská ulica 24; Žilina;1001;Slovakia;Hodžovo námestie 2979/1;Bratislava;939 01;Slovakia;Slovakia;Slovakia;Employee;;
Finance;Financial Accountant;Ronit;Levi;Ronit Levi;Male;September 18, 1976;KL345682;Ronit.Levi@inalogy.net; +421 957 890 123;ZZ01 KLMN 1234 5678 9012 3462; SNP námestie 25; Nitra;94909;Slovakia;Hodžovo námestie 2979/1;Bratislava;940 01;Slovakia;Slovakia;Slovakia;Part-time;;
Finance;Financial Accountant;Yael;Cohen;Yael Cohen;Male;January 23, 1991;MN901238;Yael.Cohen@inalogy.net; +48 601 234 567;ZZ23 OPQR 3456 7890 1234 5684; Aleja Jana Pawła II 21; Warsaw;00-001;Poland;Hodžovo námestie 2979/1;Bratislava;941 01;Slovakia;Poland;Poland;Employee;;
Finance;Accounts Payable Manager;Amir;Avraham;Amir Avraham;Male;June 8, 2000;OP456793;Amir.Avraham@inalogy.net; +36 20 123 4567;ZZ45 STUV 5678 9012 3456 7896; Andrássy út 22; Budapest;1011;Hungary;Hodžovo námestie 2979/1;Bratislava;942 01;Slovakia;Hungary;Hungary;Part-time;;
Finance;Accounts Receivable Manager;Yoni;Avraham;Yoni Avraham;Male;October 11, 1982;QR012349;Yoni.Avraham@inalogy.net; +40 731 234 567;ZZ67 WXYZ 7890 1234 5678 9018; Calea Victoriei 23; Bucharest;10111;Romania;Hodžovo námestie 2979/1;Bratislava;943 01;Slovakia;Romania;Romania;Employee;;
Finance;Financial Systems Manager;Tomer;Cohen;Tomer Cohen;Male;April 7, 1983;ST678905;Tomer.Cohen@inalogy.net; +420 602 345 678;ZZ89 ABCD 9012 3456 7890 1240; Na Příkopě 24; Prague;10000;Czech Republic;Hodžovo námestie 2979/1;Bratislava;944 01;Slovakia;Czech Republic;Czech Republic;Part-time;;
Finance;Financial Analysts;Maya;Cohen;Maya Cohen;Male;July 5, 1992;AB567895;Maya.Cohen@inalogy.net; +30 698 123 4567;ZZ01 EFGH 1234 5678 9012 3462; Αθηνάς 25; Athens;101;Greece;Hodžovo námestie 2979/1;Bratislava;945 01;Slovakia;Greece;Greece;Employee;;
Finance;Financial Analysts;Amit;Levi,;Amit Levi,;Male;December 14, 1989;UV567894;Amit.Levi,@inalogy.net; +43 664 234 5678;ZZ23 IJKL 3456 7890 1234 5684; Stephansplatz 26; Vienna;1010;Austria;Hodžovo námestie 2979/1;Bratislava;946 01;Slovakia;Austria;Austria;Part-time;;
Marketing;Chief Marketing Officer (CMO);Mathilde;Dupont;Mathilde Dupont;Male;August 2, 1975;WX123460;Mathilde.Dupont@inalogy.net; +47 901 234 56;ZZ45 MNOP 5678 9012 3456 7896; Karl Johans gate 26; Oslo;10;Norway;Hodžovo námestie 2979/1;Bratislava;947 01;Slovakia;Norway;Norway;Employee;;
Marketing;Marketing Director/VP of Marketing;Julien;Lambert;Julien Lambert;Male;February 20, 1987;YZ789016;Julien.Lambert@inalogy.net; +45 20 123 456;ZZ67 QRST 7890 1234 5678 9018; Strøget 27; Copenhagen;1000;Denmark;Hodžovo námestie 2979/1;Bratislava;948 01;Slovakia;Denmark;Denmark;Employee;;
Marketing;Product Marketing Manager;Charlotte;Lefebvre;Charlotte Lefebvre;Female;May 14, 1998;AB234571;Charlotte.Lefebvre@inalogy.net; +358 50 123 4567;ZZ89 UVWX 9012 3456 7890 1240; Esplanadi 28; Helsinki;100;Finland;Hodžovo námestie 2979/1;Bratislava;949 01;Slovakia;Finland;Finland;Employee;;
Marketing;Digital Marketing Manager;Victor;Leclerc;Victor Leclerc;Male;November 26, 1978;CD890127;Victor.Leclerc@inalogy.net; +353 86 123 4567;ZZ01 YZAB 1234 5678 9012 3462; O'Connell Street 29; Dublin;D01;Ireland;Hodžovo námestie 2979/1;Bratislava;950 01;Slovakia;Ireland;Ireland;Employee;;
Marketing;Digital Marketing Manager;Marie;Girard;Marie Girard;Male;March 10, 1985;EF345682;Marie.Girard@inalogy.net; +41 76 123 4567;ZZ12 ABCD 3456 7890 1234 5685; Bahnhofstrasse 30; Zurich;8000;Switzerland;Hodžovo námestie 2979/1;Bratislava;951 01;Slovakia;Switzerland;Switzerland;Contractor;;
Marketing;Content Marketing Manager;Camille;Rousseau;Camille Rousseau;Female;June 21, 1999;GH901238;Camille.Rousseau@inalogy.net; +32 476 123 456;ZZ34 EFGH 5678 9012 3456 7897; Rue de la Loi 31; Brussels;1000;Belgium;Hodžovo námestie 2979/1;Bratislava;952 01;Slovakia;Belgium;Belgium;Employee;;
Marketing;Content Marketing Manager;Thomas;Lefevre;Thomas Lefevre;Male;September 27, 1980;IJ456793;Thomas.Lefevre@inalogy.net; +31 6 1234 5678;ZZ56 IJKL 7890 1234 5678 9019; Herengracht 32; Amsterdam;1011;Netherlands;Hodžovo námestie 2979/1;Bratislava;953 01;Slovakia;Netherlands;Netherlands;Contractor;;
Marketing;Brand Manager;Hugo;Leroux;Hugo Leroux;Male;January 15, 1994;KL012349;Hugo.Leroux@inalogy.net; +39 331 123 4567;ZZ78 MNOP 9012 3456 7890 1241; Via Roma 33; Rome;100;Italy;Hodžovo námestie 2979/1;Bratislava;954 01;Slovakia;Italy;Italy;Employee;;
Marketing;Brand Manager;Émilie;Perrin;Émilie Perrin;Female;July 31, 1986;MN678905;Émilie.Perrin@inalogy.net; +33 6 12 34 56 78;ZZ90 QRST 1234 5678 9012 3463; 25 Rue de la Liberté; Paris;75001;France;Hodžovo námestie 2979/1;Bratislava;955 01;Slovakia;France;France;Part-time;;
Marketing;Marketing Communications Manager;Nicolas;Bernard;Nicolas Bernard;Male;October 9, 1997;OP234571;Nicolas.Bernard@inalogy.net;+34678901284;ZZ23 UVWX 3456 7890 1234 5685; Calle de la Rosa 35; Madrid;28001;Spain;Hodžovo námestie 2979/1;Bratislava;956 01;Slovakia;Spain;Spain;Employee;;
Marketing;Events and Field Marketing Manager;Louise;Renault;Louise Renault;Male;April 19, 1976;QR890127;Louise.Renault@inalogy.net; +49 151 23 45 778;ZZ45 YZAB 5678 9012 3456 7897; Hauptstraße 36; Berlin;10115;Germany;Hodžovo námestie 2979/1;Bratislava;957 01;Slovakia;Germany;Germany;Employee;;
Marketing;Marketing Analytics Manager;Jules;Durand;Jules Durand;Male;December 5, 1984;ST345682;Jules.Durand@inalogy.net; +44 7712 345678;ZZ67 CDEF 7890 1234 5678 9019; 10 Downing Street; London;EC1A;United Kingdom;Hodžovo námestie 2979/1;Bratislava;958 01;Slovakia;United Kingdom;United Kingdom;Part-time;;
Marketing;Customer Marketing Manager;Maxime;Dubois;Maxime Dubois;Male;August 18, 1995;UV901238;Maxime.Dubois@inalogy.net; +46 70 123 4567;ZZ89 GHIJ 9012 3456 7890 1241; Drottninggatan 38; Stockholm;11120;Sweden;Hodžovo námestie 2979/1;Bratislava;959 01;Slovakia;Sweden;Sweden;Employee;;
Marketing;Customer Marketing Manager;Margaux;Dupont;Margaux Dupont;Male;February 6, 1978;WX456793;Margaux.Dupont@inalogy.net; +351 96 123 4567;ZZ01 KLMN 1234 5678 9012 3463; Rua da Liberdade 39; Lisbon;1000;Portugal;Hodžovo námestie 2979/1;Bratislava;960 01;Slovakia;Portugal;Portugal;Part-time;;
Marketing;Marketing Operations Manager;Antoine;Lefebvre;Antoine Lefebvre;Male;May 23, 1983;YZ012349;Antoine.Lefebvre@inalogy.net; +421 917 890 123;ZZ23 OPQR 3456 7890 1234 5685; Námestie SNP 40; Bratislava;81101;Slovakia;Hodžovo námestie 2979/1;Bratislava;961 01;Slovakia;Slovakia;Slovakia;Employee;;
Marketing;Creative Services Manager;Léna;Leclerc;Léna Leclerc;Female;November 2, 1996;AB678905;Léna.Leclerc@inalogy.net; +386 40 123 456;ZZ45 STUV 5678 9012 3456 7897; Slovenska cesta 41; Ljubljana;1000;Slovenia;Hodžovo námestie 2979/1;Bratislava;962 01;Slovakia;Slovenia;Slovenia;Part-time;;
Management;Chief Executive Officer (CEO);David;Smith;David Smith;Male;March 31, 1977;CD234571;David.Smith@inalogy.net; +372 52 123 456;ZZ67 WXYZ 7890 1234 5678 9019; Pikk tänav 42; Tallinn;10117;Estonia;Hodžovo námestie 2979/1;Bratislava;963 01;Slovakia;Estonia;Estonia;Employee;;
Management;Chief Operating Officer (COO);Sarah;Johnson;Sarah Johnson;Female;September 8, 1988;EF890127;Sarah.Johnson@inalogy.net; +371 2 123 4567;ZZ89 ABCD 9012 3456 7890 1241; Brīvības iela 43; Riga;LV-1050;Latvia;Hodžovo námestie 2979/1;Bratislava;964 01;Slovakia;Latvia;Latvia;Employee;;
Management;Cx Assistant;Emily;Chen;Emily Chen;Female;January 29, 2001;GH456793;Emily.Chen@inalogy.net; +370 6 123 4567;ZZ01 EFGH 1234 5678 9012 3463; Gedimino prospektas 44; Vilnius;LT-01111;Lithuania;Hodžovo námestie 2979/1;Bratislava;965 01;Slovakia;Lithuania;Lithuania;Employee;;
